       cpu_cost       |     memory_cost      |    volume_cost     | monthly_cost_type |     namespace      |     node     | usage_start |                                                                                                                                                                                                              pod_labels
----------------------+----------------------+--------------------+-------------------+--------------------+--------------+-------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    0.000000000000000 |    0.000000000000000 | 16.129032258064516 | PVC               | smoke_test         | node-tests   | 2025-07-28  | {"metric": "pvc_cost_per_month_tag"}
    0.000000000000000 |    0.000000000000000 | 16.129032258064516 | PVC               | smoke_test         | node-tests-2 | 2025-07-28  | {"metric": "pvc_cost_per_month_tag"}
  756.000000000000000 |                      |                    | Tag               | smoke_test         | node-tests   | 2025-07-28  | {"metric": "vm_core_cost_per_hour_tag"}
  945.000000000000000 |                      |                    | Tag               | smoke_test         | node-tests-2 | 2025-07-28  | {"metric": "vm_core_cost_per_hour_tag"}
   38.709677419354840 |                      |                    | Tag               | smoke_test         | node-tests   | 2025-07-28  | {"metric": "vm_core_cost_per_month_tag"}
   48.387096774193550 |                      |                    | Tag               | smoke_test         | node-tests-2 | 2025-07-28  | {"metric": "vm_core_cost_per_month_tag"}
  315.000000000000000 |                      |                    | Tag               | smoke_test         | node-tests   | 2025-07-28  | {"metric": "vm_cost_per_hour_tag"}
  315.000000000000000 |                      |                    | Tag               | smoke_test         | node-tests-2 | 2025-07-28  | {"metric": "vm_cost_per_hour_tag"}
  840.000000000000000 |    0.000000000000000 |  0.000000000000000 | Tag               | smoke_test         | node-tests   | 2025-07-28  | {"app": "ratetesting", "metric": "cpu_core_effective_usage_per_hour"}
  840.000000000000000 |    0.000000000000000 |  0.000000000000000 | Tag               | smoke_test         | node-tests   | 2025-07-28  | {"app": "ratetesting", "metric": "cpu_core_request_per_hour"}
  420.000000000000000 |    0.000000000000000 |  0.000000000000000 | Tag               | smoke_test         | node-tests   | 2025-07-28  | {"app": "ratetesting", "metric": "cpu_core_usage_per_hour"}
